id,question,answer
155,"lsp-medialive-conductor Handle error message from medialive api, and receive error to update channel state DB?","We're expecting msg in fail queue for medialive api exception, and fail notification for both medialive and state api
Given a 'stop-livestream-deel.json' message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive stop channel endpoint exists for the following channel arns and will respond with HTTP ""400""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""400"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.stop-livestream.received' is emitted
And a 'GET' to the '/channels' API gateway endpoint
Then a 'POST' request is sent to the Medialive '/prod/channels/3887246/stop' endpoint
And an ispy event 'lsp-medialive-conductor.channel.channel-stop-failed' is emitted
And a 'PUT' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.medialive.channel-update-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""CHANNEL_DB_UPDATE_FAILED"" and statement ""stopLivestreamFailed""
And an ispy event 'lsp-medialive-conductor.medialive.channel-update-failed.notification' is emitted
And a failure notification is sent to the encoding output topic with error class ""STOP_CHANNEL_FAILED_IN_MEDIALIVE"" and statement ""stopLivestreamFailed""
And an ispy event 'lsp-medialive-conductor.channel.channel-stop-failed.notification' is emitted with the received attributes
And the message is sent to the fail queue

"
156,lsp-medialive-conductor Conductor receives a message to stop a livestream for simulcast but missing leg id in body of request?,"Given a 'stop-livestream-deel.json' message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.stop-livestream.received' is emitted with the received attributes
And a 'GET' to the '/livestreams' API gateway endpoint
Then a failure notification is sent to the encoding output topic with error class ""STOP_LIVESTREAM_FAILED"" and statement ""stopLivestreamFailed""
And an ispy event 'lsp-medialive-conductor.channel.channel-stop-failed' is emitted
And an ispy event 'lsp-medialive-conductor.channel.channel-stop-failed.notification' is emitted with the received attributes
And the message is sent to the fail queue

"
157,lsp-medialive-conductor Conductor receives a message to stop a livestream for events with no leg id with multiple channels?,"Given a 'stop-livestream-deel.json' message
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.stop-livestream.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a failure notification is sent to the encoding output topic with error class ""MULTIPLE_CHANNEL_RECORDS_FOUND"" and statement ""stopLivestreamFailed""
And an ispy event 'lsp-medialive-conductor.channel.multiple-records-found' is emitted
And an ispy event 'lsp-medialive-conductor.channel.multiple-records-found.notification' is emitted with the received attributes
And the message is sent to the fail queue
"
158,lsp-medialive-conductor Conductor receives a message to create an input?,"Given a ""create-input.json"" create input message
And Medialive State API gateway /slates post endpoint exists and will respond with HTTP 201
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.create-input.request.received' is emitted with the received attributes
And a message is POSTed with the details received on the queue to the /slates API gateway endpoint
And an inputCreated DEEL message is published to the encoding output topic
And an ispy event 'lsp-medialive-conductor.create-input.notification.success' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.create-input.successful' is emitted with the received attributes

"
159,lsp-medialive-conductor Conductor receives a message to create a slate input but record already exists in state api slates and returns 4xx?,"Given a ""create-input.json"" create input message
And MediaLive State API gateway /slates post endpoint exists and responds
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.create-input.request.received' is emitted
And an ispy event 'lsp-medialive-conductor.slate-input.record-already-exists' is emitted
And a notification is sent to the encoding output topic with error class ""LIVESTREAM_SLATE_INPUT_ALREADY_EXISTS"" and statement ""inputAlreadyCreated""
And an ispy event 'lsp-medialive-conductor.slate-input.record-already-exists.notification' is emitted

"
160,lsp-medialive-conductor Conductor receives a message to create an input but slates returns 500?,"Given a ""create-input.json"" create input message
And Medialive State API gateway /slates post endpoint exists and will respond with HTTP 500
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.create-input.request.received' is emitted
And an ispy event 'lsp-medialive-conductor.create-input-failed' is emitted
And a failure notification is sent to the encoding output topic with error class ""INPUT_CREATION_IN_DB_FAILED"" and statement ""createInputFailed""
And an ispy event 'lsp-medialive-conductor.create-input-failed.notification' is emitted
"
161,lsp-medialive-conductor Conductor receives a message to start a livestream?,"Given a start livestream message
And MediaLive State API ""/livestreams"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""200""
And Medialive start channel endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.start-livestream.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.start-livestream.start-time.updated' is emitted with the received attributes
And a 'PUT' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
Then a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes
And a 'PUT' to the '/channels' API gateway endpoint
And a 'PUT' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes

"
162,lsp-medialive-conductor Conductor receives a message to start a livestream without leg id?,"Given a start livestream message
And MediaLive State API ""/livestreams"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""200""
And Medialive start channel endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.start-livestream.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.start-livestream.start-time.updated' is emitted with the received attributes
And a 'PUT' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
Then a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes
And a 'PUT' to the '/channels' API gateway endpoint
And a 'PUT' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes

"
163,lsp-medialive-conductor Conductor receives a message to start a livestream?,"Given a start livestream message with leg id
And MediaLive State API ""/livestreams"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200
And Medialive schedule endpoint exists and will respond with HTTP ""200""
And Medialive start channel endpoint exists and will respond with HTTP ""200""
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.start-livestream.received' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.start-livestream.start-time.updated' is emitted with the received attributes
And a 'PUT' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/channels' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
Then a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes
And a 'PUT' to the '/channels' API gateway endpoint
And a 'PUT' to the '/livestreams' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes

"
164,lsp-medialive-conductor Handle multiple channel records valid for simulcast or events?,"Given a start livestream message
And MediaLive State API ""/channels"" ""GET"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/livestreams"" ""GET"" endpoint returns HTTP ""200"" with
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200 for channel_arn
And Medialive State API gateway /inputs get endpoint exists and will respond with HTTP 200 for channel_arn
And Medialive schedule endpoint exists and will respond with HTTP ""200"" for arn ""arn:aws:medialive:eu-west-1:038610054328:channel:3887246""
And Medialive schedule endpoint exists and will respond with HTTP ""200"" for arn ""arn:aws:medialive:eu-west-1:038610054328:channel:3887247""
And Medialive start channel endpoint exists and will respond with HTTP ""200"" for channel_arn
And Medialive start channel endpoint exists and will respond with HTTP ""200"" for channel_arn
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
And MediaLive State API ""/channels"" ""PUT"" endpoint returns HTTP ""200"" with
When the message arrives from the input queue
Then an ispy event 'lsp-medialive-conductor.start-livestream.received' is emitted with the received attributes
And a 'GET' to the '/channels' API gateway endpoint
And a 'PUT' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/livestreams' API gateway endpoint
And a 'GET' to the '/inputs' API gateway endpoint
And a 'PUT' request is sent to the Medialive '/prod/channels/3887246/schedule' endpoint
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel.schedule.created' is emitted with the received attributes
And a 'POST' request is sent to the Medialive '/prod/channels/3887246/start' endpoint
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes for arn 'arn:aws:medialive:eu-west-1:038610054328:channel:3887246'
And an ispy event 'lsp-medialive-conductor.channel.starting' is emitted with the received attributes for arn 'arn:aws:medialive:eu-west-1:038610054328:channel:3887247'
And a 'PUT' to the '/channels' API gateway endpoint
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes
And an ispy event 'lsp-medialive-conductor.channel.state.updated' is emitted with the received attributes

"
